seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	48541749	48541861	113	*	X6215	3344	48541795	48606434	64640	+	0	overlapStart	0	FOXN2
chr2	54952393	54952512	120	*	X6216	400954	54952149	55199156	247008	+	0	inside	243	EML6
chr2	55277497	55277615	119	*	X6217	57142	55199327	55277734	78408	-	0	inside	118	RTN4
chr2	60780401	60780520	120	*	X6228	53335	60678302	60780633	102332	-	0	inside	112	BCL11A
chr2	60780896	60780906	11	*	X6229	53335	60678302	60780633	102332	-	262	upstream	262	BCL11A
chr2	60781128	60781180	53	*	X6230	53335	60678302	60780633	102332	-	494	upstream	494	BCL11A
chr2	61108078	61108129	52	*	X6236	5966	61108752	61150178	41427	+	622	upstream	622	REL
chr2	64371557	64371562	6	*	X6239	57162	64319786	64371605	51820	-	0	inside	42	PELI1
chr2	64751511	64751563	53	*	X6249	100616419	64752647	64752699	53	+	1083	upstream	1083	MIR4434
chr2	64751511	64751563	53	*	X6249	54812	64751439	64820138	68700	+	0	inside	71	AFTPH
chr2	64881537	64881716	180	*	X6250	9792	64858755	64881046	22292	-	490	upstream	490	SERTAD2
chr2	70531115	70531234	120	*	X6262	84908	70523108	70529220	6113	-	1894	upstream	1894	FAM136A
chr2	70780887	70781006	120	*	X6271	7039	70674412	70781147	106736	-	0	inside	140	TGFA
chr2	70781187	70781321	135	*	X6272	7039	70674412	70781147	106736	-	39	upstream	39	TGFA
chr2	70782102	70782221	120	*	X6273	7039	70674412	70781147	106736	-	954	upstream	954	TGFA
chr2	73459943	73460062	120	*	X6286	10574	73461364	73480150	18787	+	1301	upstream	1301	CCT7
chr2	73459943	73460062	120	*	X6286	84279	73455134	73460356	5223	-	0	inside	293	PRADC1
chr2	74756164	74756283	120	*	X6293	27429	74756532	74760683	4152	+	248	upstream	248	HTRA2
chr2	85804823	85804927	105	*	X6305	8673	85804614	85809156	4543	+	0	inside	208	VAMP8
chr2	85980807	85981046	240	*	X6308	84913	85980909	86018506	37598	+	0	overlapStart	0	ATOH8
chr2	85981167	85981301	135	*	X6309	84913	85980909	86018506	37598	+	0	inside	257	ATOH8
chr2	87035481	87035503	23	*	X6317	925	87011728	87035519	23792	-	0	inside	15	CD8A
chr2	95536164	95536282	119	*	X6319	150483	95537232	95542568	5337	+	949	upstream	949	TEKT4
chr2	95689452	95689601	150	*	X6322	4118	95691400	95719737	28338	+	1798	upstream	1798	MAL
chr2	95690637	95690726	90	*	X6323	4118	95691400	95719737	28338	+	673	upstream	673	MAL
chr2	95691342	95691446	105	*	X6324	4118	95691400	95719737	28338	+	0	overlapStart	0	MAL
chr2	95691657	95691851	195	*	X6325	4118	95691400	95719737	28338	+	0	inside	256	MAL
chr2	96989068	96989157	90	*	X6333	150771	96991062	96994091	3030	+	1904	upstream	1904	ITPRIPL1
chr2	97426687	97426688	2	*	X6335	26504	97426639	97477628	50990	+	0	inside	47	CNNM4
chr2	97426704	97426868	165	*	X6336	26504	97426639	97477628	50990	+	0	inside	64	CNNM4
chr2	113734960	113734984	25	*	X6369	56300	113735606	113743227	7622	+	621	upstream	621	IL36G
chr2	118846093	118846182	90	*	X6379	51141	118846050	118867597	21548	+	0	inside	42	INSIG2
chr2	118846303	118846402	100	*	X6380	51141	118846050	118867597	21548	+	0	inside	252	INSIG2
chr2	128174394	128174527	134	*	X6407	5624	128175996	128186822	10827	+	1468	upstream	1468	PROC
chr2	128615746	128615865	120	*	X6412	5433	128603840	128615729	11890	-	16	upstream	16	POLR2D
chr2	132250320	132250454	135	*	X6425	100616378	132248733	132248809	77	-	1510	upstream	1510	MIR4784
chr2	132250320	132250454	135	*	X6425	150776	132250386	132279149	28764	+	0	overlapStart	0	SMPD4BP
chr2	132250320	132250454	135	*	X6425	653784	132241533	132250064	8532	-	255	upstream	255	MZT2A
chr2	134326116	134326220	105	*	X6426	344148	133429372	134326031	896660	-	84	upstream	84	NCKAP5
chr2	149400835	149400909	75	*	X6442	26122	149402560	149545136	142577	+	1650	upstream	1650	EPC2
chr2	157189068	157189125	58	*	X6445	4929	157180944	157189287	8344	-	0	inside	161	NR4A2
chr2	157191061	157191167	107	*	X6446	4929	157180944	157189287	8344	-	1773	upstream	1773	NR4A2
chr2	157191183	157191332	150	*	X6447	4929	157180944	157189287	8344	-	1895	upstream	1895	NR4A2
chr2	163175266	163175385	120	*	X6454	64135	163123589	163175218	51630	-	47	upstream	47	IFIH1
chr2	163200654	163200688	35	*	X6455	25801	163200583	163219148	18566	+	0	inside	70	GCA
chr2	165698568	165698672	105	*	X6456	22837	165541258	165698678	157421	-	0	inside	5	COBLL1
chr2	166810594	166810657	64	*	X6458	79809	166713986	166810348	96363	-	245	upstream	245	TTC21B
chr2	170220813	170221007	195	*	X6460	4036	169983619	170219122	235504	-	1690	upstream	1690	LRP2
chr2	172376989	172377108	120	*	X6471	79901	172378757	172414643	35887	+	1648	upstream	1648	CYBRD1
chr2	172949856	172949897	42	*	X6473	1745	172950208	172954401	4194	+	310	upstream	310	DLX1
chr2	172967620	172967645	26	*	X6476	1746	172964166	172967478	3313	-	141	upstream	141	DLX2
chr2	173292216	173292335	120	*	X6479	3655	173292082	173371181	79100	+	0	inside	133	ITGA6
chr2	173292351	173292455	105	*	X6480	3655	173292082	173371181	79100	+	0	inside	268	ITGA6
chr2	182756465	182756539	75	*	X6510	6744	182756472	182795464	38993	+	0	overlapStart	0	ITPRID2
chr2	201374716	201374803	88	*	X6521	130535	201353684	201374792	21109	-	0	overlapStart	0	KCTD18
chr2	202937028	202937147	120	*	X6535	100652824	202937978	203061886	123909	+	830	upstream	830	KIAA2012
chr2	208394876	208394980	105	*	X6545	1385	208394616	208470284	75669	+	0	inside	259	CREB1
chr2	208576094	208576187	94	*	X6546	151195	208576264	208620896	44633	+	76	upstream	76	CCNYL1
chr2	216300634	216300738	105	*	X6547	2335	216225179	216300791	75613	-	0	inside	52	FN1
chr2	216301189	216301233	45	*	X6548	2335	216225179	216300791	75613	-	397	upstream	397	FN1
chr2	216301882	216301908	27	*	X6549	2335	216225179	216300791	75613	-	1090	upstream	1090	FN1
chr2	216301804	216301841	38	*	X6550	2335	216225179	216300791	75613	-	1012	upstream	1012	FN1
chr2	216878427	216878441	15	*	X6551	55686	216807314	216878346	71033	-	80	upstream	80	MREG
chr2	216878450	216878488	39	*	X6552	55686	216807314	216878346	71033	-	103	upstream	103	MREG
chr2	217236420	217236618	199	*	X6556	57574	217122585	217236750	114166	-	0	inside	131	MARCHF4
chr2	217237204	217237413	210	*	X6557	57574	217122585	217236750	114166	-	453	upstream	453	MARCHF4
chr2	217560374	217560613	240	*	X6566	3488	217536828	217560272	23445	-	101	upstream	101	IGFBP5
chr2	220042916	220042991	76	*	X6614	27013	220036619	220042732	6114	-	183	upstream	183	CNPPD1
chr2	220042916	220042991	76	*	X6614	79137	220042939	220050197	7259	+	0	overlapStart	0	RETREG2
chr2	220043097	220043110	14	*	X6615	27013	220036619	220042732	6114	-	364	upstream	364	CNPPD1
chr2	220043097	220043110	14	*	X6615	79137	220042939	220050197	7259	+	0	inside	157	RETREG2
chr2	220159515	220159662	148	*	X6617	406944	220158833	220158922	90	-	592	upstream	592	MIR153-1
chr2	220376908	220376918	11	*	X6622	55515	220378892	220403494	24603	+	1973	upstream	1973	ASIC4
chr2	220377264	220377413	150	*	X6623	55515	220378892	220403494	24603	+	1478	upstream	1478	ASIC4
chr2	220436971	220437105	135	*	X6632	23363	220415450	220436268	20819	-	702	upstream	702	OBSL1
chr2	220436971	220437105	135	*	X6632	3623	220436954	220440435	3482	+	0	inside	16	INHA
chr2	227664817	227664827	11	*	X6640	3667	227596033	227663506	67474	-	1310	upstream	1310	IRS1
chr2	231729583	231729612	30	*	X6646	81618	231729621	231743963	14343	+	8	upstream	8	ITM2C
chr2	232791646	232791795	150	*	X6654	4880	232786805	232791038	4234	-	607	upstream	607	NPPC
chr2	233415758	233415791	34	*	X6656	200765	233412779	233415283	2505	-	474	upstream	474	TIGD1
chr2	234262957	234263095	139	*	X6663	8527	234263153	234380743	117591	+	57	upstream	57	DGKD
chr2	241500664	241500739	76	*	X6729	51281	241418839	241500275	81437	-	388	upstream	388	ANKMY1
chr2	241505975	241506039	65	*	X6730	57140	241508004	241518149	10146	+	1964	upstream	1964	RNPEPL1
chr2	242090068	242090097	30	*	X6737	23178	242045514	242089394	43881	-	673	upstream	673	PASK
chr2	242640868	242640916	49	*	X6740	84289	242641456	242668896	27441	+	539	upstream	539	ING5
chr3	3840988	3841092	105	*	X6751	57633	3841121	3889387	48267	+	28	upstream	28	LRRN1
chr3	9956794	9956801	8	*	X6759	84818	9958758	9975314	16557	+	1956	upstream	1956	IL17RC
chr3	9957784	9957862	79	*	X6760	84818	9958758	9975314	16557	+	895	upstream	895	IL17RC
chr3	10436358	10436552	195	*	X6765	100126334	10436173	10436246	74	-	111	upstream	111	MIR885
chr3	11762359	11762433	75	*	X6774	9686	11597544	11762220	164677	-	138	upstream	138	VGLL4
chr3	11888292	11888355	64	*	X6775	132001	11831919	11888352	56434	-	0	overlapStart	0	TAMM41
chr3	15901550	15901844	295	*	X6792	23243	15708744	15901053	192310	-	496	upstream	496	ANKRD28
chr3	17784072	17784200	129	*	X6794	9779	17198654	17784240	585587	-	0	inside	39	TBC1D5
chr3	19190064	19190074	11	*	X6796	131096	19190017	19577135	387119	+	0	inside	46	KCNH8
chr3	20081366	20081455	90	*	X6797	8850	20081524	20195896	114373	+	68	upstream	68	KAT2B
chr3	23242712	23242789	78	*	X6799	7325	23244653	23632296	387644	+	1863	upstream	1863	UBE2E2
chr3	23986296	23986415	120	*	X6800	9975	23986751	24022109	35359	+	335	upstream	335	NR1D2
chr3	23986725	23986805	81	*	X6801	9975	23986751	24022109	35359	+	0	overlapStart	0	NR1D2
chr3	23986446	23986696	251	*	X6802	9975	23986751	24022109	35359	+	54	upstream	54	NR1D2
chr3	24538369	24538380	12	*	X6804	7068	24158645	24536453	377809	-	1915	upstream	1915	THRB
chr3	28390014	28390057	44	*	X6806	152098	28390660	28566632	175973	+	602	upstream	602	ZCWPW2
chr3	31573879	31573968	90	*	X6808	201595	31574491	31677556	103066	+	522	upstream	522	STT3B
chr3	38691031	38691105	75	*	X6830	6331	38589553	38691164	101612	-	0	inside	58	SCN5A
chr3	38692606	38692800	195	*	X6831	6331	38589553	38691164	101612	-	1441	upstream	1441	SCN5A
chr3	44666637	44666703	67	*	X6854	10168	44666511	44689963	23453	+	0	inside	125	ZNF197
chr3	45268750	45268824	75	*	X6860	25907	45265956	45267814	1859	-	935	upstream	935	TMEM158
chr3	45634651	45634692	42	*	X6861	8994	45636323	45722755	86433	+	1630	upstream	1630	LIMD1
chr3	48481736	48481825	90	*	X6866	51372	48481686	48485537	3852	+	0	inside	49	TMA7
chr3	48481736	48481825	90	*	X6866	79714	48473580	48481529	7950	-	206	upstream	206	CCDC51
chr3	48722960	48723109	150	*	X6867	51517	48711278	48723334	12057	-	0	inside	224	NCKIPSD
chr3	49840980	49841069	90	*	X6874	389119	49840687	49842463	1777	+	0	inside	292	INKA1
chr3	50263851	50263894	44	*	X6883	2771	50263724	50296786	33063	+	0	inside	126	GNAI2
chr3	50540423	50540677	255	*	X6893	9254	50400231	50540892	140662	-	0	inside	214	CACNA2D2
chr3	50541004	50541052	49	*	X6894	9254	50400231	50540892	140662	-	111	upstream	111	CACNA2D2
chr3	50712943	50713072	130	*	X6901	1795	50712672	51421629	708958	+	0	inside	270	DOCK3
chr3	51426981	51427085	105	*	X6909	29890	51428699	51435336	6638	+	1613	upstream	1613	RBM15B
chr3	52007984	52008165	182	*	X6915	100526760	52009042	52023218	14177	+	876	upstream	876	ABHD14A-ACY1
chr3	52007984	52008165	182	*	X6915	25864	52009042	52015216	6175	+	876	upstream	876	ABHD14A
chr3	52312795	52313027	233	*	X6918	80335	52288438	52312659	24222	-	135	upstream	135	WDR82
chr3	57994047	57994136	90	*	X6932	2317	57994127	58157982	163856	+	0	overlapStart	0	FLNB
chr3	58477514	58477532	19	*	X6939	200845	58477823	58488087	10265	+	290	upstream	290	KCTD6
chr3	58477538	58477663	126	*	X6940	200845	58477823	58488087	10265	+	159	upstream	159	KCTD6
chr3	72496060	72496153	94	*	X6955	23429	72423744	72495774	72031	-	285	upstream	285	RYBP
chr3	99356806	99356910	105	*	X6960	1295	99357440	99515577	158138	+	529	upstream	529	COL8A1
chr3	105085652	105085751	100	*	X6963	214	105085557	105295757	210201	+	0	inside	94	ALCAM
chr3	114011764	114011868	105	*	X6968	201633	114012154	114029135	16982	+	285	upstream	285	TIGIT
chr3	118892540	118892624	85	*	X6972	7348	118892425	118924000	31576	+	0	inside	114	UPK1B
chr3	127541670	127541804	135	*	X7017	11343	127407905	127542093	134189	-	0	inside	288	MGLL
chr3	134513828	134513947	120	*	X7042	2047	134514099	134979307	465209	+	151	upstream	151	EPHB1
chr3	138327530	138327634	105	*	X7055	55179	138327542	138352213	24672	+	0	overlapStart	0	FAIM
chr3	141595297	141595394	98	*	X7074	483	141595470	141645382	49913	+	75	upstream	75	ATP1B3
chr3	142443312	142443431	120	*	X7075	7220	142443266	142526729	83464	+	0	inside	45	TRPC1
chr3	155588309	155588360	52	*	X7091	8833	155588325	155655520	67196	+	0	overlapStart	0	GMPS
chr3	156393296	156393389	94	*	X7094	100287227	156390960	156393502	2543	-	0	inside	112	TIPARP-AS1
chr3	159706505	159706593	89	*	X7098	3592	159706623	159713806	7184	+	29	upstream	29	IL12A
chr3	163022607	163022696	90	*	X7100	647107	162895031	163021089	126059	-	1517	upstream	1517	LINC01192
chr3	167453181	167453218	38	*	X7101	11235	167401695	167452651	50957	-	529	upstream	529	PDCD10
chr3	167453181	167453218	38	*	X7101	5274	167453432	167543357	89926	+	213	upstream	213	SERPINI1
chr3	170075238	170075349	112	*	X7103	6498	170075473	170114637	39165	+	123	upstream	123	SKIL
chr3	171178367	171178454	88	*	X7111	23043	170780292	171178197	397906	-	169	upstream	169	TNIK
chr3	172468207	172468257	51	*	X7113	1894	172468475	172539264	70790	+	217	upstream	217	ECT2
chr3	179040595	179040714	120	*	X7116	51193	179040819	179053320	12502	+	104	upstream	104	ZNF639
chr3	183892909	183892968	60	*	X7129	1173	183892634	183901879	9246	+	0	inside	274	AP2M1
chr3	183946926	183947225	300	*	X7131	90113	183948317	183960117	11801	+	1091	upstream	1091	VWA5B2
chr3	183947301	183947390	90	*	X7132	90113	183948317	183960117	11801	+	926	upstream	926	VWA5B2
chr3	187009520	187009564	45	*	X7160	5648	186933873	187009810	75938	-	0	inside	245	MASP1
chr3	189348790	189348812	23	*	X7163	8626	189349216	189615068	265853	+	403	upstream	403	TP63
chr3	193852501	193852635	135	*	X7180	3280	193853931	193856401	2471	+	1295	upstream	1295	HES1
chr3	195311621	195311686	66	*	X7186	347	195295573	195311076	15504	-	544	upstream	544	APOD
chr3	197476617	197476661	45	*	X7197	84248	197476424	197511317	34894	+	0	inside	192	FYTTD1
chr3	197476617	197476661	45	*	X7197	9711	197398259	197476568	78310	-	48	upstream	48	RUBCN
chr3	197477007	197477096	90	*	X7198	9711	197398259	197476568	78310	-	438	upstream	438	RUBCN
chr3	197477157	197477235	79	*	X7199	9711	197398259	197476568	78310	-	588	upstream	588	RUBCN
chr4	668017	668061	45	*	X7201	521	666225	668127	1903	-	0	inside	65	ATP5ME
chr4	2060705	2060725	21	*	X7208	339983	2061239	2070816	9578	+	513	upstream	513	NAT8L
chr4	6675613	6675679	67	*	X7230	93622	6675821	6677774	1954	+	141	upstream	141	LOC93622
chr4	7070148	7070190	43	*	X7233	80273	7061780	7069800	8021	-	347	upstream	347	GRPEL1
chr4	15003067	15003141	75	*	X7251	132864	15004298	15071777	67480	+	1156	upstream	1156	CPEB2
chr4	15779982	15780008	27	*	X7257	952	15779931	15850706	70776	+	0	inside	50	CD38
chr4	38665653	38665752	100	*	X7271	51274	38665790	38703129	37340	+	37	upstream	37	KLF3
chr4	38666209	38666403	195	*	X7272	79667	38614322	38666430	52109	-	0	inside	26	KLF3-AS1
chr4	39640333	39640452	120	*	X7273	201895	39552546	39640481	87936	-	0	inside	28	SMIM14
chr4	40058327	40058405	79	*	X7274	55728	40058524	40159872	101349	+	118	upstream	118	N4BP2
chr4	41216669	41216788	120	*	X7279	323	40812044	41216635	404592	-	33	upstream	33	APBB2
chr4	44450906	44450962	57	*	X7281	386617	44175920	44450824	274905	-	81	upstream	81	KCTD8
chr4	47839789	47839831	43	*	X7282	10699	47596018	47840059	244042	-	0	inside	227	CORIN
chr4	57687892	57688042	151	*	X7290	6691	57676026	57688035	12010	-	0	overlapStart	0	SPINK2
chr4	57688102	57688176	75	*	X7291	6691	57676026	57688035	12010	-	66	upstream	66	SPINK2
chr4	68566941	68567009	69	*	X7293	550112	68566996	68946669	379674	+	0	overlapStart	0	UBA6-AS1
chr4	68566941	68567009	69	*	X7293	55236	68481479	68566889	85411	-	51	upstream	51	UBA6
chr4	71553809	71553848	40	*	X7294	57050	71554196	71556268	2073	+	347	upstream	347	UTP3
chr4	71570355	71570469	115	*	X7295	22902	71570654	71674336	103683	+	184	upstream	184	RUFY3
chr4	71705624	71705773	150	*	X7296	2926	71681499	71705627	24129	-	0	overlapStart	0	GRSF1
chr4	71705789	71705836	48	*	X7297	2926	71681499	71705627	24129	-	161	upstream	161	GRSF1
chr4	71767979	71768066	88	*	X7298	92597	71768057	71853891	85835	+	0	overlapStart	0	MOB1B
chr4	73434996	73435057	62	*	X7299	9508	73146686	73434516	287831	-	479	upstream	479	ADAMTS3
chr4	78740923	78741047	125	*	X7305	246175	78634541	78740544	106004	-	378	upstream	378	CNOT6L
chr4	78977849	78977908	60	*	X7307	80144	78978724	79465423	486700	+	815	upstream	815	FRAS1
chr4	87516114	87516218	105	*	X7319	5602	86936276	87515263	578988	-	850	upstream	850	MAPK10
chr4	87516384	87516503	120	*	X7320	5602	86936276	87515263	578988	-	1120	upstream	1120	MAPK10
chr4	87517000	87517073	74	*	X7321	5602	86936276	87515263	578988	-	1736	upstream	1736	MAPK10
chr4	87856061	87856104	44	*	X7322	100506746	87846046	87856002	9957	-	58	upstream	58	AFF1-AS1
chr4	87856061	87856104	44	*	X7322	4299	87856154	88062206	206053	+	49	upstream	49	AFF1
chr4	95677467	95677556	90	*	X7329	658	95679128	96079601	400474	+	1571	upstream	1571	BMPR1B
chr4	111564556	111564676	121	*	X7340	5308	111538580	111563279	24700	-	1276	upstream	1276	PITX2
chr4	122745184	122745318	135	*	X7347	890	122737599	122745088	7490	-	95	upstream	95	CCNA2
chr4	142054527	142054590	64	*	X7368	57484	141786725	142054616	267892	-	0	inside	25	RNF150
chr4	142054610	142054646	37	*	X7369	57484	141786725	142054616	267892	-	0	overlapStart	0	RNF150
chr4	144106004	144106093	90	*	X7373	84640	144106070	144143141	37072	+	0	overlapStart	0	USP38
chr4	144257844	144257851	8	*	X7374	2549	144257983	144395718	137736	+	131	upstream	131	GAB1
chr4	144257894	144257948	55	*	X7375	2549	144257983	144395718	137736	+	34	upstream	34	GAB1
chr4	146859663	146859782	120	*	X7379	152485	146681888	146859607	177720	-	55	upstream	55	ZNF827
chr4	148653155	148653274	120	*	X7381	79658	148653453	148993927	340475	+	178	upstream	178	ARHGAP10
chr4	152682286	152682435	150	*	X7387	5188	152591809	152682175	90367	-	110	upstream	110	GATB
chr4	160023836	160023955	120	*	X7403	152940	159814684	160024105	209422	-	0	inside	149	C4orf45
chr4	183838960	183839049	90	*	X7423	1635	183811244	183838630	27387	-	329	upstream	329	DCTD
chr5	443088	443192	105	*	X7429	11336	443334	467409	24076	+	141	upstream	141	EXOC3
chr5	443088	443192	105	*	X7429	116349	441643	443258	1616	-	0	inside	65	EXOC3-AS1
chr5	1008820	1008939	120	*	X7432	85409	1009077	1038927	29851	+	137	upstream	137	NKD2
chr5	14582166	14582360	195	*	X7461	54491	14581891	14616287	34397	+	0	inside	274	OTULINL
chr5	14871955	14872102	148	*	X7462	56172	14704909	14871887	166979	-	67	upstream	67	ANKH
chr5	14872163	14872184	22	*	X7463	56172	14704909	14871887	166979	-	275	upstream	275	ANKH
chr5	16617249	16617362	114	*	X7465	54463	16473147	16617167	144021	-	81	upstream	81	RETREG1
chr5	31639557	31639676	120	*	X7467	23037	31639517	32111038	471522	+	0	inside	39	PDZD2
chr5	31639737	31639871	135	*	X7468	23037	31639517	32111038	471522	+	0	inside	219	PDZD2
chr5	50677150	50677180	31	*	X7490	3670	50678958	50690563	11606	+	1777	upstream	1777	ISL1
chr5	52285039	52285203	165	*	X7492	3673	52285156	52390609	105454	+	0	overlapStart	0	ITGA2
chr5	52774424	52774457	34	*	X7494	10468	52776264	52782304	6041	+	1806	upstream	1806	FST
chr5	53607910	53607942	33	*	X7495	54622	53180614	53606403	425790	-	1506	upstream	1506	ARL15
chr5	55290349	55290438	90	*	X7497	441072	55290995	55299475	8481	+	556	upstream	556	FLJ31104
chr5	71616329	71616448	120	*	X7508	23107	71515236	71616084	100849	-	244	upstream	244	MRPS27
chr5	71616329	71616448	120	*	X7508	79810	71616200	71656038	39839	+	0	inside	128	PTCD2
chr5	72251863	72251889	27	*	X7511	115548	72251808	72386349	134542	+	0	inside	54	FCHO2
chr5	76009945	76010049	105	*	X7520	2149	76011868	76031595	19728	+	1818	upstream	1818	F2R
chr5	76011760	76011909	150	*	X7521	2149	76011868	76031595	19728	+	0	overlapStart	0	F2R
chr5	76382440	76382565	126	*	X7522	728723	76382623	76444176	61554	+	57	upstream	57	ZBED3-AS1
chr5	77944590	77944622	33	*	X7525	10184	77781038	77944648	163611	-	0	inside	25	LHFPL2
chr5	77944790	77944904	115	*	X7526	10184	77781038	77944648	163611	-	141	upstream	141	LHFPL2
chr5	79950812	79950855	44	*	X7527	1719	79922045	79950800	28756	-	11	upstream	11	DHFR
chr5	98104931	98105140	210	*	X7538	285704	98104999	98132198	27200	+	0	overlapStart	0	RGMB
chr5	109025237	109025303	67	*	X7543	4124	109025156	109203429	178274	+	0	inside	80	MAN2A1
chr5	110559861	110559963	103	*	X7546	814	110559947	110820748	260802	+	0	overlapStart	0	CAMK4
chr5	112043241	112043360	120	*	X7552	324	112043202	112181936	138735	+	0	inside	38	APC
chr5	115420871	115421020	150	*	X7555	51397	115420727	115628978	208252	+	0	inside	143	COMMD10
chr5	115912034	115912055	22	*	X7556	57556	115779251	115910551	131301	-	1482	upstream	1482	SEMA6A
chr5	122110754	122110882	129	*	X7557	6643	122110691	122170234	59544	+	0	inside	62	SNX2
chr5	132166901	132166990	90	*	X7567	134549	132157833	132166590	8758	-	310	upstream	310	SHROOM1
chr5	133859982	133860051	70	*	X7575	23338	133860066	133918918	58853	+	14	upstream	14	JADE2
chr5	134073876	134073994	119	*	X7578	819	134074170	134087850	13681	+	175	upstream	175	CAMLG
chr5	134074175	134074180	6	*	X7579	819	134074170	134087850	13681	+	0	inside	4	CAMLG
chr5	137688339	137688420	82	*	X7602	51780	137688285	137772716	84432	+	0	inside	53	KDM3B
chr5	139493366	139493523	158	*	X7625	5813	139493708	139499001	5294	+	184	upstream	184	PURA
chr5	141488261	141488365	105	*	X7635	80762	141488324	141534008	45685	+	0	overlapStart	0	NDFIP1
chr5	142149367	142149471	105	*	X7638	23092	142150292	142608572	458281	+	820	upstream	820	ARHGAP26
chr5	149108102	149108251	150	*	X7653	133522	149109815	149234585	124771	+	1563	upstream	1563	PPARGC1B
chr5	149684229	149684305	77	*	X7655	340075	149675909	149682525	6617	-	1703	upstream	1703	ARSI
chr5	150683720	150683760	41	*	X7663	285641	150655926	150683334	27409	-	385	upstream	385	SLC36A3
chr5	151066368	151066502	135	*	X7670	6678	151040657	151066615	25959	-	0	inside	112	SPARC
chr5	151138014	151138052	39	*	X7671	475	151122383	151138210	15828	-	0	inside	157	ATOX1
chr5	156693222	156693296	75	*	X7686	26999	156693091	156822606	129516	+	0	inside	130	CYFIP2
chr5	169064118	169064278	161	*	X7698	1794	169064251	169510386	446136	+	0	overlapStart	0	DOCK2
chr5	170815611	170815698	88	*	X7706	100500831	170813660	170813764	105	-	1846	upstream	1846	MIR3912
chr5	171616228	171616332	105	*	X7716	6793	171469074	171615346	146273	-	881	upstream	881	STK10
chr5	171710493	171710630	138	*	X7717	92181	171636650	171710795	74146	-	0	inside	164	UBTD2
chr5	171711445	171711590	146	*	X7718	92181	171636650	171710795	74146	-	649	upstream	649	UBTD2
chr5	171881039	171881428	390	*	X7720	285590	171760503	171881527	121025	-	0	inside	98	SH3PXD2B
chr5	175083606	175083755	150	*	X7754	3274	175085040	175113245	28206	+	1284	upstream	1284	HRH2
chr5	175084716	175084835	120	*	X7755	3274	175085040	175113245	28206	+	204	upstream	204	HRH2
chr5	175085181	175085300	120	*	X7756	3274	175085040	175113245	28206	+	0	inside	140	HRH2
chr5	176433698	176433717	20	*	X7769	51720	176332006	176433795	101790	-	0	inside	77	UIMC1
chr5	176873212	176873316	105	*	X7773	80758	176873796	176883287	9492	+	479	upstream	479	PRR7
chr5	177540784	177540993	210	*	X7779	23138	177540556	177553107	12552	+	0	inside	227	N4BP3
chr5	178157928	178157987	60	*	X7785	6940	178138522	178157703	19182	-	224	upstream	224	ZNF354A
chr5	178772538	178772765	228	*	X7786	9509	178537852	178772431	234580	-	106	upstream	106	ADAMTS2
chr5	179720527	179720742	216	*	X7790	5601	179660595	179719071	58477	-	1455	upstream	1455	MAPK9
chr5	179921503	179921661	159	*	X7791	57472	179921417	180005353	83937	+	0	inside	85	CNOT6
chr5	180076683	180076743	61	*	X7792	2324	180028506	180076624	48119	-	58	upstream	58	FLT4
chr5	180466747	180466835	89	*	X7795	153579	180467225	180488523	21299	+	389	upstream	389	BTNL9
chr5	180688225	180688271	47	*	X7801	100507602	180688213	180699308	11096	+	0	inside	11	TRIM52-AS1
chr5	180688225	180688271	47	*	X7801	84851	180683386	180688119	4734	-	105	upstream	105	TRIM52
chr6	3158319	3158543	225	*	X7817	7280	3153902	3157783	3882	-	535	upstream	535	TUBB2A
chr6	12012839	12013078	240	*	X7848	3096	12012724	12165232	152509	+	0	inside	114	HIVEP1
chr6	16761448	16761672	225	*	X7861	6310	16299343	16761721	462379	-	0	inside	48	ATXN1
chr6	16761898	16761987	90	*	X7862	6310	16299343	16761721	462379	-	176	upstream	176	ATXN1
chr6	16762063	16762212	150	*	X7863	6310	16299343	16761721	462379	-	341	upstream	341	ATXN1
chr6	17600556	17600582	27	*	X7865	51439	17600518	17611950	11433	+	0	inside	37	FAM8A1
chr6	18264956	18265104	149	*	X7866	7913	18224400	18264799	40400	-	156	upstream	156	DEK
chr6	21665127	21665255	129	*	X7868	401237	21665003	22214734	549732	+	0	inside	123	CASC15
chr6	25278483	25278662	180	*	X7872	55604	25279306	25620758	341453	+	643	upstream	643	CARMIL1
chr6	26021905	26022024	120	*	X7881	8359	26021907	26022278	372	+	0	overlapStart	0	H4C1
chr6	26383561	26383740	180	*	X7883	10385	26383324	26395100	11777	+	0	inside	236	BTN2A2
chr6	26458387	26458532	146	*	X7884	11120	26458153	26476849	18697	+	0	inside	233	BTN2A1
chr6	28193163	28193282	120	*	X7887	7746	28193029	28201264	8236	+	0	inside	133	ZSCAN9
chr6	28411048	28411068	21	*	X7888	222696	28393287	28411279	17993	-	0	inside	210	ZSCAN23
chr6	33772988	33773092	105	*	X7957	4295	33762449	33771793	9345	-	1194	upstream	1194	MLN
chr6	34217015	34217119	105	*	X7972	221491	34214157	34216904	2748	-	110	upstream	110	SMIM29
chr6	34433331	34433435	105	*	X7973	29993	34433838	34503000	69163	+	402	upstream	402	PACSIN1
chr6	34433526	34433615	90	*	X7974	29993	34433838	34503000	69163	+	222	upstream	222	PACSIN1
